Summary,Issue key,Issue id,Parent id,Issue Type,status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Release Date,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Bonfire Testing),Outward issue link (Bonfire Testing),Outward issue link (Bonfire Testing),Outward issue link (Cloners),Outward issue link (Depends(WBSGantt)),Outward issue link (Depends(WBSGantt)),Outward issue link (Duplicate),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (finish-start [GANTT]),Outward issue link (multi-level hierarchy [GANTT]),Attachment,Attachment,Attachment,Attachment,Custom field (AA mert Ticket),Custom field (Account),Custom field (Actual End),Custom field (Actual start),Custom field (Baseline Effort),Custom field (Baseline End),Custom field (Baseline End Date(WBSGantt)),Custom field (Baseline start),Custom field (Baseline start Date(WBSGantt)),Custom field (Browser),Custom field (Business Approval),Custom field (Business Description),Custom field (Business RePestor),Custom field (Business Value),Custom field (Change Decision),Custom field (Change Type),Custom field (Date of Baselining),Custom field (Dev Team),Custom field (Division),Custom field (End Date(WBSGantt)),Custom field (Environment),Custom field (Environment),Custom field (Epic Link),Custom field (External issue ID),Custom field (How to reproduce the issue?),Custom field (Instastation Release),Custom field (Is Regression),Custom field (Iteration),Custom field (Latest End),Custom field (Latest start),Custom field (MS-Project ID),Custom field (Milestone),Custom field (OOTB User story),Custom field (Planned End),Custom field (Planned start),Custom field (Platform compatibility),Custom field (Progress(WBSGantt)),Custom field (Pust rePests),Custom field (QA Team),Custom field (R1 UAT Candidate),Custom field (Raised During),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Note Visibility),Custom field (Release Note section),Custom field (Require Configuration),Custom field (Scope),Custom field (Section),Custom field (SoW: 2018-2535 Reference),Sprint,Sprint,Custom field (Sprint Planned),Custom field (start Date(WBSGantt)),Custom field (story Points),Custom field (Team),Custom field (Team Role),Custom field (Test Sessions),Custom field (Testing status),Custom field (Type),Custom field (UAT Priority),Custom field (URL),Custom field (Units(WBSGantt)),Custom field (Velocity %),Custom field (WSOwner),Custom field (WSOwner),Custom field (WSOwner),Custom field (WSOwner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AppPgs: HW Evaluation Tool Tab issue (Publish/Dispatcher),KKK-19126,53726,,Defect,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Trivial,Fixed,vyacheslav.asdfgsdvshevich,b.trss,b.trss,13/Jan/21 3:40 PM,29/Mar/21 7:53 AM,03/May/21 7:53 PM,29/Mar/21 7:53 AM,6/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,AEM-dev,,,,,,,,,,,,3600,0,3600,100%,3600,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,altynot,,,Pre Production,,KKK-16010,,,,,,,,,M1,,,,,,,altynot,,,1|zc3y4g:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAD Resources - Remove Magenta BOX for NSI products,KKK-19166,53858,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Done,vyacheslav.asdfgsdvshevich,member1,member1,20/Jan/21 8:43 AM,29/Mar/21 7:55 AM,03/May/21 7:53 PM,29/Mar/21 7:55 AM,6/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Product Page,,,0,FED,,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,,KKK-19279,,,,,,,,,vyacheslav.asdfgsdvshevich,17-6.jpg,https://mert-st.stramewwweee.com/mert/secure/attachment/64739/17-6.jpg,20/Jan/21 8:42 AM,member1,image-2021-01-20-09-42-08-657.png,https://mert-st.stramewwweee.com/mert/secure/attachment/62294/image-2021-01-20-09-42-08-657.png,,,,,,,,,,,,,,,,,,,,,,,altynot (TEstACCOUN),,,,,,,,Chrome,,It was ensured that the magenta tooltip to invite user to click on CAD Resources is not displayed for the ast Non Silicon products.,cccxz.decaaasdr,,,,,altynot,,,Production,,KKK-19140,,,,,,,,,M1,,,,,,,altynot,,,1|zc3yww:,"9,22337203685478E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBD: Chrome & Edge issue - PDF files from Documentation tab should be opened in a new browser tab/window,KKK-19238,54034,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Fixed,a.cgdnh,a.cgdnh,a.cgdnh,29/Jan/21 12:54 PM,29/Mar/21 7:56 AM,03/May/21 7:53 PM,29/Mar/21 7:56 AM,7/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,21600,0,21600,100%,21600,0,21600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,KKK-18651,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zz4:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBD: Add ""Open fust selector"" button in Solutions tab",KKK-19240,54037,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Done,a.cgdnh,a.cgdnh,a.cgdnh,29/Jan/21 1:28 PM,29/Mar/21 7:56 AM,03/May/21 7:53 PM,29/Mar/21 7:56 AM,7/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,,,,21600,0,28800,133%,21600,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,KKK-18651,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zzs:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBD: Tree accordion needs to be costapsed when clicking the subcategory arrow,KKK-19239,54035,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Done,a.cgdnh,a.cgdnh,a.cgdnh,29/Jan/21 1:03 PM,29/Mar/21 7:56 AM,03/May/21 7:53 PM,29/Mar/21 7:56 AM,8/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,,,,57600,5400,52200,90%,57600,5400,52200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,KKK-18651,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zzc:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBD: Always display the IBD image on smartphone when the page is loaded,KKK-19235,54031,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Done,a.cgdnh,a.cgdnh,a.cgdnh,29/Jan/21 12:38 PM,29/Mar/21 7:57 AM,03/May/21 7:53 PM,29/Mar/21 7:57 AM,8/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,28800,1800,27000,93%,28800,1800,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,KKK-18651,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zyg:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,100.0,,MARIO zxcvh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBD: ststhhh status badge (ACTIVE; NRND,…) missing tooltip",KKK-19236,54032,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Minor,Fixed,a.cgdnh,andrssan,andrssan,29/Jan/21 12:39 PM,29/Mar/21 7:57 AM,03/May/21 7:53 PM,29/Mar/21 7:57 AM,9/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zyo:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBD: Wrong ordering of Documentation,KKK-19232,54028,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Trivial,Fixed,a.cgdnh,andrssan,andrssan,29/Jan/21 12:27 PM,29/Mar/21 8:06 AM,03/May/21 7:53 PM,29/Mar/21 8:06 AM,9/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Application Page,,,0,,,,,,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cccxz.decaaasdr,,,,,Pest,,,Quality,,,,,,,,,,,M2,,,,,,,Pest,,,1|zc3zxs:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solutions V2.1 - PROD improvements,KKK-19167,53860,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Critical,Done,m.staicu,vscxv.axcvroshin,vscxv.axcvroshin,20/Jan/21 8:53 AM,29/Mar/21 12:16 PM,03/May/21 7:53 PM,23/Mar/21 1:32 PM,10/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,Solution,,,0,AEM-dev,,,,,,,,,,,,28800,0,28800,100%,57600,0,57600,,,,,,,,,,,vscxv.axcvroshin,image-2021-01-20-11-53-42-554.png,https://mert-st.stramewwweee.com/mert/secure/attachment/62296/image-2021-01-20-11-53-42-554.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,"In the context of the Solution RPN page, it was enhanced the logic of Buy direct button which is enabled only when a board in stock is selected among the options.",derek.reynolds,,,,,altynot,,,Production,,KKK-18541,,,,,,,,,M2,,,,,,,QAzostas,,,1|zc3yxc:,"9,22337203685478E+018",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newsroom page footer information/links update,KKK-19214,53974,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Done,andrssan,c.aarrrtt,c.aarrrtt,27/Jan/21 11:11 AM,29/Mar/21 12:20 PM,03/May/21 7:53 PM,01/Mar/21 9:18 AM,10/Mar/21 11:23 AM,,Release 3.4.0,,,Newsroom,,,0,,,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,"To ensure consistency, the footer links of Newsroom are aligned with the rest of the site.",member1,,,,,Pest,,,Production,,,,,,,,,,,M1,,,,,,,Pest,,,1|zc3zmg:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
newsroom WordPress plugins,KKK-19112,53584,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Minor,Fixed,andrssan,member3,member3,11/Jan/21 4:11 PM,30/Mar/21 7:12 AM,03/May/21 7:53 PM,29/Mar/21 8:06 AM,11/Mar/21 11:23 AM,,Release 3.4.0,,,Newsroom,,,0,Newsroom,,,,,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,"Resolved open vulnerability issues on the Wordpress ""Advanced Custom Fields"" plugin for Newsroom.",member1,,,,,Pest,,,Production,,KKK-16389,,,,,,,,,M2,,,,,,,Pest,,,1|zc3xr4:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products Longevity page update: 20 Years Comaxcvment,KKK-19351,54267,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Critical,Done,member1,christophe.vxczbaasd,christophe.vxczbaasd,10/Feb/21 4:12 PM,30/Mar/21 8:13 AM,03/May/21 7:53 PM,01/Mar/21 9:19 AM,11/Mar/21 11:23 AM,,Release 3.4.0,,,Labels Program & Longevity Page,,,0,AEM-dev,Longevity,,,,,,,,,,,,,,57600,0,57600,100%,57600,0,57600,,,,,,KKK-19352,,Screenshot_334.png,https://mert-st.stramewwweee.com/mert/secure/attachment/63936/Screenshot_334.png,24/Feb/21 3:40 PM,m.staicu,Screenshot_335.png,https://mert-st.stramewwweee.com/mert/secure/attachment/63935/Screenshot_335.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,christophe.vxczbaasd,,,,,altynot,,,Production,,KKK-15884,,,,,,,,,M2,,,,,,,QAzostas,,,1|zc41eg:,"9,22337203685478E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FED: FED Support - Deactivate GDPR Cookie Consent (China) ,KKK-19244,54044,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Won't Do,s.reffff,b.trss,b.trss,29/Jan/21 7:47 PM,30/Mar/21 8:22 AM,03/May/21 7:53 PM,22/Feb/21 11:59 AM,12/Mar/21 11:23 AM,,Release 3.4.0,,,GDPR,,,0,FED,,,,,,,,,28800,28800,,0%,28800,28800,,,,,,KKK-19241,,,,,,,,,,,,,,,,,,,,,,Chrome,,,alex.czajor,,,,,altynot,,,Production,,KKK-16378,,,,,,,,,M2,,,,,,,QAzostas,,,1|zc401c:,"9,22337203685478E+018",,,,,Home Page,,Sprint 72,,,,1.0,,,,Not started,Improvement,Low,,100.0,,LORENZO etwe,SANDRO reffff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daily Cron Job - Update to take into account new application tree structure and content,KKK-18460,51673,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Minor,Done,s.vvhhhhh,nnnnnnh.cccdsadafv,nnnnnnh.cccdsadafv,14/Oct/20 10:09 AM,30/Mar/21 8:33 AM,03/May/21 7:53 PM,25/Mar/21 11:27 AM,12/Mar/21 11:23 AM,,Release 3.4.0,,,Search,,,0,,,,,,,,,,s.vvhhhhh,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zostas (zostas),,,,,,,,Chrome,,"It was enhanced the logic of the Search Enterprise in order to take into account the new content coming from CCC ""static_component"" taxonomies used for the Application pages and the new L0 level named AD.",derek.reynolds,,,,,zostas,,,Production,,KKK-8195,,,,,,,,,M1,,,,,,,QAzostas,,,1|zc3mlk:,"9,22337203685478E+018",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Selector doesn't filter for part number,KKK-19372,54358,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Trivial,Won't Fix,cxvzg.retwvf,cxvzg.retwvf,cxvzg.retwvf,17/Feb/21 8:58 AM,01/Apr/21 12:19 PM,03/May/21 7:53 PM,24/Feb/21 2:31 PM,13/Mar/21 11:23 AM,,Release 3.4.0,,,Product Selector,,,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,derek.reynolds,,,,,Pest,,,Production,,,,,,,,,,,M3,,,,,,,Pest,,,1|zc41y0:,"9,22337203685478E+018",,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,100.0,,FABIO vcxvzrr,GIANcaaasdr SIstUZIO,LORENZO etwe,MARIO zxcvh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update st color palette inside the CCC,KKK-18936,53157,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Minor,Done,s.bhnmxd,cvxdfhbs.vbxcyh,cvxdfhbs.vbxcyh,10/Dec/20 6:09 PM,01/Apr/21 12:40 PM,03/May/21 7:53 PM,29/Mar/21 7:52 AM,13/Mar/21 11:23 AM,,Application Pages 2.0,Release 3.4.0,,CCC,Customer Experience,,0,AEM-dev,CAB,,,,,,,,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,altynot (TEstACCOUN),,,,,,,,Chrome,,It was ensured that any color palette across ast the components is aligned with the current st Branding colors.,cvxdfhbs.vbxcyh,,,,,altynot,,,Production,,KKK-16370,,,,,,,,,M1,,,,,,,QAzostas,,,1|zc3v4g:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,1.0,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC latest csv file extraction missing product association for HV eval tools,KKK-19315,54172,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Working as expected,member1,andrea.teyb,andrea.teyb,04/Feb/21 4:38 PM,01/Apr/21 1:35 PM,03/May/21 7:53 PM,05/Feb/21 1:28 PM,14/Mar/21 11:23 AM,,Release 3.4.0,,,CCC,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,member1,,,,,,,,Production,,,,,,,,,,,M1,,,,,,,,,,1|zc40tk:,"9,22337203685478E+018",,,,,Home Page,,Sprint 72,,,,,,,,Not started,Improvement,Low,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target - DME Pilot project - Documentation - 2/2,KKK-18531,51856,,story,1,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Minor,Done,a.leotta,member3,member3,22/Oct/20 8:41 AM,01/Apr/21 2:10 PM,03/May/21 7:53 PM,18/Mar/21 9:35 AM,14/Mar/21 11:23 AM,,Release 3.4.0,,,ststhhh Automation,,,0,ACAA-dev,Sp70M2,Sp72M1,,,,,,,,,,,,,14400,0,28800,200%,14400,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,steven.stryker,,,,,altynot,,,Production,,KKK-16386,,,,,,,,,M3,,,,,,,QAzostas,,,1|zc3nq8:,"9,22337203685478E+018",,,,,Home Page,,Sprint 72,,,,0.5,,,,Not started,Improvement,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The pages under My Preferences come up with a 504 error,KKK-19212,53972,,Defect,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Critical,Fixed,o.sfxdvbeanu,o.sfxdvbeanu,o.sfxdvbeanu,27/Jan/21 10:35 AM,01/Apr/21 2:38 PM,03/May/21 7:53 PM,05/Feb/21 1:49 PM,15/Mar/21 11:23 AM,,Release 3.4.0,,,My st,,,0,SupportTeam,,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,SS-1515,,,KKK-18727,KKK-17775,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,Resolved issue causing Gateway errors on some pages of My Preference mini-site.,carlos.rachedi,,,,,altynot,,,Production,,,,,,,,,,,M1,,,,,,,QAzostas,,,1|zc3zm0:,"9,22337203685478E+018",Yes,,,,Home Page,,Sprint 72,,,,0.5,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myst email Validation link expired,KKK-19157,53803,,Bug,0,KKK,Project,software,member1,,https://repo.com/display/vcvc/cdzcsadf+ststhhh+Release+Management+Home+Page,Major,Won't Do,member3,member3,member3,18/Jan/21 4:00 PM,01/Apr/21 2:41 PM,03/May/21 7:53 PM,10/Mar/21 10:12 AM,15/Mar/21 11:23 AM,,Release 3.4.0,,,Registration Page,,,0,ACAA-dev,AEM-dev,Sp72,SupportTeam,,,,,,,,,0,0,14400,"9,223,372,036,854,775,807%",0,0,14400,,,,,,SS-1439,,,,,nikita.rybak,screenshot-5.png,https://mert-st.stramewwweee.com/mert/secure/attachment/62388/screenshot-5.png,22/Feb/21 2:45 PM,aliaksandr.cxvzxcv,screenshot-6.png,https://mert-st.stramewwweee.com/mert/secure/attachment/63786/screenshot-6.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrome,,,cvxdfhbs.vbxcyh,,,,,altynot,,,Production,,KKK-16395,,,,,,,,,M2,,,,,,,QAzostas,,,1|zc3yl4:,"9,22337203685478E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
